DataExtracao;Ano;Mes;CanalEntrada;Condicao;GrupoEconNorm;Tipo;Servico;Modalidade;Motivo;UF;QtdeSolic
2016-04-28;2006;3;Call Center;Reaberta;Anatel;Reclamação;Serviços da Anatel;Atendimento;Atuação da Anatel;SE;1
2016-04-28;2006;3;Call Center;Reaberta;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;1
2016-04-28;2006;3;Call Center;Reaberta;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;3;Call Center;Reaberta;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Reparo;SE;2
2016-04-28;2006;3;Call Center;Reaberta;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Atendimento;SE;2
2016-04-28;2006;3;Call Center;Reaberta;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;4
2016-04-28;2006;3;Call Center;Reaberta;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Instalação de Acessos Individuais;SE;1
2016-04-28;2006;3;Call Center;Reaberta;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Planos de serviço;SE;1
2016-04-28;2006;3;Call Center;Reaberta;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Serviços Adicionais;SE;1
2016-04-28;2006;3;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;1
2016-04-28;2006;3;Call Center;Reaberta;VIVO;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Reparo;SE;1
2016-04-28;2006;3;Call Center;Reencaminhada;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;1
2016-04-28;2006;3;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Clonagem;SE;2
2016-04-28;2006;3;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;23
2016-04-28;2006;3;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Completamento de Chamadas;SE;1
2016-04-28;2006;3;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Habilitação;SE;3
2016-04-28;2006;3;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Promoções;SE;1
2016-04-28;2006;3;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Reparo;SE;1
2016-04-28;2006;3;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Serviços Adicionais;SE;1
2016-04-28;2006;3;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Cartão pré-pago;SE;3
2016-04-28;2006;3;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Promoções;SE;1
2016-04-28;2006;3;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Reparo;SE;2
2016-04-28;2006;3;Call Center;Nova;VIVO;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Instalação de Acessos Individuais;SE;1
2016-04-28;2006;3;Call Center;Nova;VIVO;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Longa Distância Nacional;Cobrança;SE;1
2016-04-28;2006;3;Call Center;Reaberta;Anatel;Pedido de Informação;Móvel Pessoal;Pós-Pago;Tarifas;SE;1
2016-04-28;2006;3;Call Center;Reaberta;Anatel;Pedido de Informação;Serviços da Anatel;Cópia de Documentos;Resposta de solicitação;SE;1
2016-04-28;2006;3;Call Center;Reaberta;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Atendimento;SE;1
2016-04-28;2006;3;Call Center;Reaberta;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Cobrança;SE;1
2016-04-28;2006;3;Call Center;Reaberta;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Atendimento;SE;1
2016-04-28;2006;3;Call Center;Reaberta;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Instalação de Acessos Individuais;SE;1
2016-04-28;2006;3;Call Center;Reaberta;OI;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;1
2016-04-28;2006;3;Call Center;Reaberta;OI;Reclamação;Móvel Pessoal;Pré-Pago;Atendimento;SE;2
2016-04-28;2006;3;Call Center;Reaberta;OI;Reclamação;Móvel Pessoal;Pré-Pago;Cobrança;SE;1
2016-04-28;2006;3;Call Center;Reaberta;OI;Reclamação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Instalação;SE;1
2016-04-28;2006;3;Call Center;Reaberta;OI;Reclamação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Promoções;SE;1
2016-04-28;2006;3;Call Center;Reaberta;OI;Reclamação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Reparo;SE;1
2016-04-28;2006;3;Call Center;Reaberta;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Bloqueio;SE;3
2016-04-28;2006;3;Call Center;Reaberta;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;1
2016-04-28;2006;3;Call Center;Reaberta;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;3;Call Center;Reaberta;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Atendimento;SE;3
2016-04-28;2006;3;Call Center;Reaberta;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Cobrança;SE;1
2016-04-28;2006;3;Call Center;Reaberta;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Reparo;SE;1
2016-04-28;2006;3;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Clonagem;SE;1
2016-04-28;2006;3;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;2
2016-04-28;2006;3;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Habilitação;SE;2
2016-04-28;2006;3;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Cartão pré-pago;SE;1
2016-04-28;2006;3;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Promoções;SE;1
2016-04-28;2006;3;Call Center;Reaberta;VIVO;Reclamação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Reparo;SE;1
2016-04-28;2006;3;Call Center;Reencaminhada;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;3;Call Center;Reencaminhada;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Inclusão no SPC/Serasa;SE;1
2016-04-28;2006;3;Call Center;Reencaminhada;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Cobrança;SE;1
2016-04-28;2006;3;Call Center;Reencaminhada;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Habilitação;SE;1
2016-04-28;2006;3;Call Center;Reencaminhada;OI;Reclamação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Cobrança;SE;1
2016-04-28;2006;3;Call Center;Reencaminhada;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;1
2016-04-28;2006;3;Fale Conosco        ;Nova;CLARO;Pedido de Informação;Móvel Pessoal;Pós-Pago;Planos de serviço;SE;1
2016-04-28;2006;3;Fale Conosco        ;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;1
2016-04-28;2006;3;Fale Conosco        ;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Planos de serviço;SE;1
2016-04-28;2006;3;Fale Conosco        ;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Cobrança;SE;1
2016-04-28;2006;3;Fale Conosco        ;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Desbloqueio;SE;1
2016-04-28;2006;3;Fale Conosco        ;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Habilitação;SE;1
2016-04-28;2006;3;Fale Conosco        ;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Serviços Adicionais;SE;1
2016-04-28;2006;3;Fale Conosco        ;Nova;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Área de Cobertura;SE;1
2016-04-28;2006;3;Fale Conosco        ;Nova;VIVO;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;1
2016-04-28;2006;3;Fale Conosco        ;Reaberta;Anatel;Reclamação;Serviços da Anatel;Atendimento;Atuação da Anatel;SE;1
2016-04-28;2006;3;Fale Conosco        ;Reaberta;OI;Reclamação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;1
2016-04-28;2006;3;Fale Conosco        ;Reencaminhada;Anatel;Pedido de Informação;Móvel Pessoal;Pré-Pago;Serviços Adicionais;SE;1
2016-04-28;2006;3;Fale Conosco        ;Reencaminhada;Anatel;Pedido de Informação;Radioamador (PY);NÃO APLICÁVEL;Fistel;SE;1
2016-04-28;2006;3;Fale Conosco        ;Reencaminhada;Anatel;Pedido de Informação;Serviço Telefônico Fixo Comutado - STFC;Local;Bloqueio;SE;1
2016-04-28;2006;3;Fale Conosco        ;Reencaminhada;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Reparo;SE;1
2016-04-28;2006;4;Atendimento Pessoal ;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;1
2016-04-28;2006;4;Atendimento Pessoal ;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;4;Atendimento Pessoal ;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Bloqueio;SE;2
2016-04-28;2006;4;Atendimento Pessoal ;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cancelamento;SE;1
2016-04-28;2006;4;Atendimento Pessoal ;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Outros;SE;2
2016-04-28;2006;4;Atendimento Pessoal ;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;1
2016-04-28;2006;4;Atendimento Pessoal ;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;2
2016-04-28;2006;4;Atendimento Pessoal ;Reaberta;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Outros;SE;3
2016-04-28;2006;4;Atendimento Pessoal ;Reaberta;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Reparo;SE;1
2016-04-28;2006;4;Atendimento Pessoal ;Reencaminhada;OI;Reclamação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Mudança de endereço;SE;1
2016-04-28;2006;4;Call Center;Nova;Anatel;Denúncia;Radiodifusão (Rádio e TV);Rádio FM;Interferência;SE;1
2016-04-28;2006;4;Call Center;Nova;Anatel;Pedido de Informação;Limitado Privado;NÃO APLICÁVEL;Licença / Autorização;SE;1
2016-04-28;2006;4;Call Center;Nova;Anatel;Reclamação;Serviços da Anatel;Atendimento;Atuação da Anatel;SE;2
2016-04-28;2006;4;Call Center;Nova;Anatel;Sugestão;Móvel Pessoal;Pré-Pago;Completamento de Chamadas;SE;1
2016-04-28;2006;4;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;4
2016-04-28;2006;4;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;1
2016-04-28;2006;4;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;3
2016-04-28;2006;4;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Reparo;SE;1
2016-04-28;2006;4;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Atendimento;SE;1
2016-04-28;2006;4;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Cobrança;SE;1
2016-04-28;2006;4;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Desbloqueio;SE;2
2016-04-28;2006;4;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Promoções;SE;3
2016-04-28;2006;4;Call Center;Nova;EMBRATEL;Reclamação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Contrato de prestação de serviço;SE;1
2016-04-28;2006;4;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Atendimento;SE;8
2016-04-28;2006;4;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;3
2016-04-28;2006;4;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Planos de serviço;SE;1
2016-04-28;2006;4;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Serviços Adicionais;SE;1
2016-04-28;2006;4;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Longa Distância Nacional;Cobrança;SE;1
2016-04-28;2006;4;Call Center;Nova;OI;Pedido de Informação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;1
2016-04-28;2006;4;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Bloqueio;SE;1
2016-04-28;2006;4;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;4
2016-04-28;2006;4;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Habilitação;SE;1
2016-04-28;2006;4;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pré-Pago;Cobrança;SE;1
2016-04-28;2006;4;Call Center;Nova;OI;Reclamação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Cobrança;SE;2
2016-04-28;2006;4;Call Center;Nova;OI;Reclamação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Mudança de endereço;SE;2
2016-04-28;2006;4;Call Center;Nova;OI;Reclamação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Serviços Adicionais;SE;1
2016-04-28;2006;4;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Atendimento;SE;6
2016-04-28;2006;3;Call Center;Reencaminhada;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Bloqueio;SE;1
2016-04-28;2006;3;Call Center;Reencaminhada;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Atendimento;SE;2
2016-04-28;2006;3;Call Center;Reencaminhada;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;1
2016-04-28;2006;3;Call Center;Reencaminhada;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Serviços Adicionais;SE;1
2016-04-28;2006;3;Call Center;Reencaminhada;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;3;Fale Conosco        ;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Bloqueio;SE;1
2016-04-28;2006;3;Fale Conosco        ;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Planos de serviço;SE;1
2016-04-28;2006;3;Fale Conosco        ;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Longa Distância Nacional;Cobrança;SE;1
2016-04-28;2006;3;Fale Conosco        ;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;2
2016-04-28;2006;3;Fale Conosco        ;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Código de acesso;SE;1
2016-04-28;2006;3;Fale Conosco        ;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Reparo;SE;1
2016-04-28;2006;3;Fale Conosco        ;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Planos de serviço;SE;1
2016-04-28;2006;3;Fale Conosco        ;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Antenas/ERBs;SE;1
2016-04-28;2006;3;Fale Conosco        ;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Área de Cobertura;SE;1
2016-04-28;2006;3;Fale Conosco        ;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Clonagem;SE;1
2016-04-28;2006;3;Fale Conosco        ;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;3;Fale Conosco        ;Reaberta;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;2
2016-04-28;2006;3;Fale Conosco        ;Reencaminhada;Anatel;Sugestão;Serviços da Anatel;Portal Anatel;Fale Conosco;SE;1
2016-04-28;2006;3;Fale Conosco        ;Reencaminhada;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Bloqueio;SE;1
2016-04-28;2006;3;Fale Conosco        ;Reencaminhada;VIVO;Reclamação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Reparo;SE;1
2016-04-28;2006;4;Atendimento Pessoal ;Nova;NET;Pedido de Informação;Serviço Telefônico Fixo Comutado - STFC;Local;Outros;SE;1
2016-04-28;2006;4;Atendimento Pessoal ;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;1
2016-04-28;2006;4;Atendimento Pessoal ;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;NÃO APLICÁVEL;Cartão Telefônico;SE;1
2016-04-28;2006;4;Atendimento Pessoal ;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Planos de serviço;SE;1
2016-04-28;2006;4;Atendimento Pessoal ;Nova;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Cancelamento;SE;1
2016-04-28;2006;4;Atendimento Pessoal ;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Área de Cobertura;SE;1
2016-04-28;2006;4;Call Center;Nova;Anatel;Pedido de Informação;Móvel Pessoal;Pós-Pago;Tarifas;SE;1
2016-04-28;2006;4;Call Center;Nova;Anatel;Reclamação;Serviços da Anatel;Atendimento;Central de Atendimento;SE;2
2016-04-28;2006;4;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Bloqueio;SE;1
2016-04-28;2006;4;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Completamento de Chamadas;SE;1
2016-04-28;2006;4;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Bloqueio;SE;1
2016-04-28;2006;4;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cancelamento;SE;2
2016-04-28;2006;4;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Completamento de Chamadas;SE;1
2016-04-28;2006;4;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Desbloqueio;SE;4
2016-04-28;2006;4;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Reparo;SE;6
2016-04-28;2006;4;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Longa Distância Nacional;Completamento de Chamadas;SE;1
2016-04-28;2006;4;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;NÃO APLICÁVEL;Cartão Telefônico;SE;1
2016-04-28;2006;4;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;1
2016-04-28;2006;4;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Completamento de Chamadas;SE;1
2016-04-28;2006;4;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Cópia de Documentos;SE;1
2016-04-28;2006;4;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Promoções;SE;1
2016-04-28;2006;4;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Serviços Adicionais;SE;1
2016-04-28;2006;4;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pré-Pago;Atendimento;SE;8
2016-04-28;2006;4;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pré-Pago;Promoções;SE;1
2016-04-28;2006;4;Call Center;Nova;OI;Reclamação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Atendimento;SE;13
2016-04-28;2006;4;Call Center;Nova;OI;Reclamação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Instalação;SE;2
2016-04-28;2006;4;Call Center;Nova;OI;Reclamação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Reparo;SE;12
2016-04-28;2006;4;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cancelamento;SE;1
2016-04-28;2006;4;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Instalação de Acessos Individuais;SE;2
2016-04-28;2006;4;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Instalação de Telefone de Uso Público - TUP;SE;1
2016-04-28;2006;4;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Mudança de endereço;SE;1
2016-04-28;2006;4;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Serviços Adicionais;SE;2
2016-04-28;2006;4;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Longa Distância Nacional;Atendimento;SE;1
2016-04-28;2006;4;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Longa Distância Nacional;Cobrança;SE;1
2016-04-28;2006;4;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;NÃO APLICÁVEL;Cartão Telefônico;SE;1
2016-04-28;2006;4;Call Center;Nova;Outros;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;4;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Habilitação;SE;2
2016-04-28;2006;4;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Bloqueio;SE;1
2016-04-28;2006;4;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Desbloqueio;SE;1
2016-04-28;2006;4;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Habilitação;SE;1
2016-04-28;2006;4;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Bloqueio;SE;3
2016-04-28;2006;4;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Planos de serviço;SE;2
2016-04-28;2006;4;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Tarifas;SE;1
2016-04-28;2006;4;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Cobrança;SE;4
2016-04-28;2006;4;Call Center;Reaberta;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Desbloqueio;SE;1
2016-04-28;2006;4;Call Center;Reaberta;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Cobrança;SE;2
2016-04-28;2006;4;Call Center;Reaberta;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Atendimento;SE;2
2016-04-28;2006;4;Call Center;Reaberta;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Reparo;SE;1
2016-04-28;2006;4;Call Center;Reaberta;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Longa Distância Nacional;Cobrança;SE;2
2016-04-28;2006;4;Call Center;Reaberta;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Longa Distância Nacional;Completamento de Chamadas;SE;1
2016-04-28;2006;4;Call Center;Reaberta;OI;Reclamação;Móvel Pessoal;Pós-Pago;Bloqueio;SE;1
2016-04-28;2006;4;Call Center;Reaberta;OI;Reclamação;Móvel Pessoal;Pré-Pago;Cartão pré-pago;SE;1
2016-04-28;2006;4;Call Center;Reaberta;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cancelamento;SE;2
2016-04-28;2006;4;Call Center;Reaberta;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;2
2016-04-28;2006;4;Call Center;Reaberta;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Longa Distância Nacional;Cobrança;SE;3
2016-04-28;2006;4;Call Center;Reaberta;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Reparo;SE;1
2016-04-28;2006;4;Call Center;Reaberta;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Planos de serviço;SE;1
2016-04-28;2006;4;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Atendimento;SE;1
2016-04-28;2006;4;Call Center;Reencaminhada;Anatel;Pedido de Informação;Móvel Pessoal;Pós-Pago;Tarifas;SE;1
2016-04-28;2006;4;Call Center;Reencaminhada;Anatel;Pedido de Informação;Móvel Pessoal;Pré-Pago;Cobrança;SE;1
2016-04-28;2006;4;Call Center;Reencaminhada;Anatel;Pedido de Informação;Móvel Pessoal;Pré-Pago;Tarifas;SE;1
2016-04-28;2006;4;Call Center;Reencaminhada;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;1
2016-04-28;2006;4;Call Center;Reencaminhada;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;1
2016-04-28;2006;4;Call Center;Reencaminhada;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;1
2016-04-28;2006;4;Call Center;Reencaminhada;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Serviços Adicionais;SE;1
2016-04-28;2006;4;Call Center;Reencaminhada;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;2
2016-04-28;2006;4;Correspondência     ;Reencaminhada;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;1
2016-04-28;2006;4;Fale Conosco        ;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;1
2016-04-28;2006;4;Fale Conosco        ;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;2
2016-04-28;2006;4;Fale Conosco        ;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Código de acesso;SE;1
2016-04-28;2006;4;Fale Conosco        ;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Planos de serviço;SE;1
2016-04-28;2006;4;Fale Conosco        ;Reaberta;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Promoções;SE;1
2016-04-28;2006;4;Fale Conosco        ;Reencaminhada;OI;Reclamação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Reparo;SE;1
2016-04-28;2006;4;Fale Conosco        ;Reencaminhada;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;4;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Bloqueio;SE;3
2016-04-28;2006;4;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;15
2016-04-28;2006;4;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Desbloqueio;SE;2
